city,contribution amount,degree level,division professional school,facility code,number of students,state,campus,date agreement received,year of yr participation
Romeoville,8000,Undergraduate,SPCE (Prof & Cont Ed),31906113,99999,IL,Illinois,,NULL
Wyomimming,1500,All,All,24984438,99999,PA,NULL,,NULL
Gulfport,1500,All,All,24801624,99999,MS,Gulfport,,NULL
Cary,1500,All,All,24911433,99999,NC,Cary,,NULL
Boston,25000,Graduate,All,31815121,35,MA,NULL,,NULL
Tucker,99999,All,All,21001011,99999,GA,Atlanta,,NULL
Trevose,99999,All,All,249D0238,99999,PA,,,
KANE'OHE,99999,Undergraduate,All,14916164,99999,HI,NULL,,NULL
HAMMOND,99999,All,All,11000818,40,LA,NULL,,NULL
Boston,1500,All,School of Human Services,31907121,10,MA,Boston Campus,11/05/2012,NULL
N Charleston,2500,All,School of Health & Recreation,31001240,10,SC,Charleston Campus,11/05/2012,NULL
N Charleston,2500,All,School of Health Sciences & Rehabilitation Studies,31001240,10,SC,Charleston Campus,11/05/2012,NULL
Ft. Lee,500,Graduate,College of Graduate Studies,11007646,100,VA,"Ft. Lee,,
N Charleston,2500,All,School of Social Work,31001240,10,SC,Charleston Campus,11/05/2012,NULL
N Charleston,2500,All,School of Exeercise Science & Sports Studies,31001240,10,SC,Charleston Campus,11/05/2012,NULL
N Charleston,1500,All,School of Human Services,31001240,10,SC,Charleston Campus,11/05/2012,NULL
Houston,2500,All,School of Arts Sciences & Professional Studies,31038643,10,TX,Houston Campus,11/05/2012,NULL
Columbia,99999,All,All,11944025,99999,MO,Mizzou Online,,NULL
Houston,2500,All,School of Health Sciences & Rehabilitation Studies,31038643,10,TX,Houston Campus,11/05/2012,NULL
Houston,2500,All,School of Social Work,31038643,10,TX,Houston,11/05/2012,NULL
Houston,2500,All,School of Exercise Science & Sports Studies,31038643,10,TX,Houston Campus,11/05/2012,NULL
Houston,1500,All,School of Human Services,31038643,10,TX,Houston,11/05/2012,NULL
Dallas,99999,All,All,319K9143,99999,TX,NULL,,NULL
Atlanta,2000,Doctoral,Pharmacy and Philosophy,31820711,5,GA,College of Pharmacy,,NULL
Atlanta,2000,Graduate,Physician Assistant,31820711,3,GA,College of Pharmacy,,NULL
Atlanta,2000,Doctoral,Physical Therapy,31820711,4,GA,College of Pharmacy,,NULL
Macon,1450,Undergraduate,Business,31820411,20,GA,Macon Campus,,NULL
Macon,1450,Undergraduate,Education,31820411,20,GA,Macon Campus,,NULL
Macon,1450,Undergraduate,Continuing and Professional Studies,31820411,20,GA,Macon Campus,,NULL
Arlington,500,Graduate,College of Graduate Studies,11851446,100,VA,"Pentagon,,
San Diego,5000,Graduate/Doctoral,School of Education,31012705,1000,CA,,,
San Diego,5000,All,School of Continuing Studies,31012705,1000,CA,,,
Santa Ana,5000,Graduate/Doctoral,School of Education,31012405,1000,CA,,,
Temecula,5000,Graduate/Doctoral,School of Education,31012505,1000,CA,,,
Temecula,5000,All,School of Continuing Studies,31012505,1000,CA,,,
Torrance,5000,Graduate/Doctoral,School of Education,31012105,1000,CA,,,
Inglewood,1500,All,School of Human Services,31060105,10,CA,Los Angeles Campus,11/05/2012,NULL
Manchester,2500,All,School of Health & Recreation,31050029,10,NH,Manchester Campus,11/05/2012,NULL
Manchester,2500,All,School of Health Sciences & Rehabilitation Studies,31050029,10,NH,Manchester Campus,11/05/2012,NULL
Manchester,2500,All,School of Social Work,31050029,10,NH,Manchester Campus,11/05/2012,NULL
Manchester,2500,All,School of Exercise Science & Sports Studies,31050029,10,NH,Manchester Campus,11/05/2012,NULL
Manchester,1500,All,School of Human Services,31050029,10,NH,Manchester Campus,11/05/2012,NULL
Milwaukee,2500,All,School of Health Recreation,31011449,10,WI,,,
Milwaukee,2500,All,School of Health Sciences & Rehabilitation Studies,31011449,10,WI,,,
Milwaukee,2500,All,School of Social Work,31011449,10,WI,,,
Milwaukee,2500,All,School of Exercise Science & Sports Studies,31011449,10,WI,,,
Heathrow,40000,All,All,31064110,99999,FL,,,
Milwaukee,1500,All,School of Human Services,31011449,10,WI,,,
Seymour Johnson AFB,500,Graduate,College of Graduate Studies,11007433,100,NC,"Seymour Johnson,,
Wright Patterson AFB,500,Graduate,College of Graduate Studies,11004835,100,OH,"Wright Patterson,,
Johnsbury,2500,All,School of Health & Recreation,31013045,10,VT,Johnsbury Campus,11/05/2012,NULL
Johnsbury,2500,All,School of Health Sciences & Rehabilitation Studies,31013045,10,VT,Johnsbury Campus,11/05/2012,NULL
Johnsbury,2500,All,School of Social Work,31013045,10,VT,Johnsbury Campus,11/05/2012,NULL
Johnsburry,2500,All,School of Exercise Science & Sports Studies,31013045,10,VT,Johnsbury Campus,11/05/2012,NULL
Vandenberg AFB,99999,All,All,31801205,30,CA,Vandenberg AFB,02/05/2019,2019/2020
Oxnard,99999,All,All,31802005,30,CA,,,
Clinton Township,99999,Undergraduate,All,31864622,5000,MI,Clinton Township,,NULL
Charleston,500,All,All,24123440,8,SC,Charleston,07/05/2012,NULL
Wilmington,500,All,All,24900433,8,NC,Wilmington,07/05/2012,NULL
Aurora,1500,All,All,24935406,99999,CO,Aurora,04/05/2012,NULL
Monterey,8225,Graduate (Intl Policy Studies),Intl Policy Studies,31360005,10,CA,NULL,03/05/2012,NULL
Monterey,8225,Graduate (MA Public Administration),MA Public Administration,31360005,5,CA,NULL,03/05/2012,NULL
Barksdale AFB,20000,All,All,31022118,20,LA,Barksdale,02/05/2012,NULL
Chicago,6000,All,College of Health Sciences,31900123,5,IL,NULL,,NULL
Monterey,8225,Graduate (Int'l Envirmental Policy),Int'l Envirmental Policy,31360005,5,CA,NULL,03/05/2012,NULL
Monterey,8225,Graduate (Int'l Education Mgmt),Int'l Education Mgmt,31360005,5,CA,NULL,03/05/2012,NULL
Monterey,8225,Graduate (T&I),T&I,31360005,5,CA,NULL,03/05/2012,NULL
Monterey,8225,Graudate (TESOL),TESOL,31360005,5,CA,NULL,03/05/2012,NULL
Monterey,8225,Graduate (TLM),TLM,31360005,5,CA,NULL,03/05/2012,NULL
Monterey,8225,Graduate (TFL),TFL,31360005,5,CA,NULL,03/05/2012,NULL
Monterey,8225,Graduate,Other,31360005,5,CA,NULL,03/05/2012,NULL
Monterey,8225,Undergraduate (BA Intl Studies),BA Intl Studies,31360005,10,CA,NULL,03/05/2012,NULL
Torrance,5000,All,School of Continuing Studies,31012105,1000,CA,,,
Tallahassee,99999,All,All,11816010,99999,FL,Tallahassee,,NULL
Panama City,99999,All,All,11816210,99999,FL,Panama City,,NULL
Clayton,99999,All,All,11816110,99999,AE,Panama Canal,,NULL
Harrisonburg,2800,Graduate,Biomedicine,31904146,3,PA,Harrisonburg,,NULL
Macon,1500,Undergraduate,All,24956911,99999,GA,Macon,,NULL
Charleston,99999,Graduate,All,21000140,99999,SC,Charleston,11/05/2016,2016/2017
Kansas City,1500,All,All,24936025,99999,KS,Kansas City,,NULL
Hancock,27,Undergraduate,College of Arts and Sciences,31001622,99999,MI,NULL,,2017/2018
Richmond,500,Graduate,College of Graduate Studies,11008346,100,VA,"Richmond,,
Gurnee,99999,All,All,31040113,99999,IL,Lake County,05/05/2014,2013/2014
Osage Beach,99999,All,All,31120625,99999,MO,Lake of the Ozarks,,NULL
Richmond,500,Graduate,College of Education and Human Services,11008346,100,VA,"Richmond,,
Springfield,99999,All,All,21127025,99999,MO,Springfield,04/05/2012,NULL
Grove City,99999,All,All,24010435,99999,OH,NULL,08/05/2012,NULL
Cedar Rapids,99999,All,All,21000615,99999,IA,,,
Clive,99999,All,All,21000515,99999,IA,,,
Oakland,5000,All,All,31140505,99999,CA,,,
Milwaukee,6000,Undergraduate,All,31009049,99999,WI,NULL,08/05/2012,NULL
Culver City,99999,All,All,21115105,99999,CA,Culver City,04/05/2012,NULL
Richmond,500,Graduate,College of Humanities & Social & Behavioral Sciences,11008346,100,VA,"Richmond,,
Casper,5973,Undergraduate,All,14903450,5,WY,Casper,,NULL
Inglewood,2500,All,School of Health & Recreation,31060105,10,CA,Los Angeles Campus,11/05/2012,NULL
Inglewood,2500,All,School of Health Sciences & Rehabilitation Studies,301060105,10,CA,Los Angeles Campus,11/05/2012,NULL
Johnsbury,1500,All,School of Human Services,31013045,10,VT,Johnsbury Campus,11/05/2012,NULL
San Diego,2500,All,School of Health & Recreation,31009205,10,CA,San Diego College,11/05/2012,NULL
San Diego,2500,All,School of Health Sciences & Rehabilitation Studies,31009205,10,CA,San Diego Campus,11/05/2012,NULL
San Diego,2500,All,School of Social Work,31009205,10,CA,San Diego Campus,11/05/2012,NULL
San Diego,2500,All,School of Exercise Science & Sports Studies,31009205,10,CA,San Diego Campus,11/05/2012,NULL
Grand Rapids,1250,Undergraduate,All,34100222,3,MI,NULL,,NULL
San Diego,1500,All,School of Human Services,31009205,10,CA,San Diego Campus,11/05/2012,NULL
Tampa,2500,All,School of Arts Sciences & Professional Studies,31057710,10,FL,Tampa Campus,11/05/2012,NULL
Tampa,2500,All,School of Health & Recreation,31057710,10,FL,Tampa Campus,11/05/2012,NULL
Scottsdale,99999,All,All,21005303,99999,AZ,,,
New York,10000,Graduate/Doctoral,"Wagner, Public Service",31800132,,,,
Atlanta,11413,Graduate,Professional,31000911,99999,GA,Atlanta,,NULL
Norcross,99999,All,All,24916611,99999,GA,Norcross,,NULL
Durham,99999,All,All,11801029,40,NH,Durham,,NULL
Atlanta,1500,All,All,24902611,99999,GA,,,
Tampa,5000,Undergraduate,BS,31871010,10,FL,Tampa,,NULL
Phoenix,1500,All,All,21007003,99999,AZ,Phoenix,,NULL
Newtown,99999,Undergraduate,All,149C4438,99999,PA,NULL,,NULL
Ottawa,2000,Undergraduate,All other campuses,31810016,50000,KS,NULL,,2018/2019
Ottawa,3000,Graduate,All Campuses,31810016,25000,KS,NULL,,2018/2019
Salisbury,4000,All,Catawba College,31000233,15,NC,NULL,,NULL
"Los Angeles,",10000,Graduate,Engineering,31505105,,,,
Hilo,99999,Undergraduate,All,14920164,15,HI,Hilo,,NULL
Lewisburg,2500,Doctoral,WVSOM,11506848,12,WV,NULL,,NULL
South Portland,400,Undergraduate,College,14903419,10,ME,NULL,,NULL
Boston,2000,Graduate,Metropolitan College,31809021,50,MA,NULL,,NULL
Toledo,10000,Undergraduate,All,21853435,150,OH,NULL,11/05/2012,NULL
Toledo,99999,Graduate,All,21853435,99999,OH,NULL,11/05/2012,2016/2017
Atlanta,99999,Graduate,All,21916411,99999,GA,NULL,11/05/2012,2016/2017
Minneapolis,99999,Graduate,All,21014823,99999,MN,NULL,11/05/2012,2016/2017
Omana,99999,Graduate,All,24909427,99999,NE,NULL,11/05/2012,2016/2017
Monaca,1800,Undergraduate,All,14952438,6,PA,NULL,09/05/2012,NULL
Washington,5000,Graduate,SIT Graduate Institute,31020509,10,DC,,,
Saint Paul,99999,All,School of Divinity,31000723,99999,MN,,,
Washington,99999,Juris Doctor (all),School of Law,11100209,99999,DC,,,
Orlando,12000,Undergraduate,All,11955110,30,FL,,,
Orlando,12000,Graduate,All,11955110,10,FL,,,
Honolulu,99999,Undergraduate,All,14917164,99999,HI,NULL,,NULL
Hilo,6644,Undergraduate,All,11914164,3,HI,Hilo,,NULL
Santa Clara,1000,All,All,31836105,5,CA,San Jose,,NULL
Redlands,5000,All,School of Continuing Studies,31505005,1000,CA,NULL,,NULL
Tampa,5000,Masters,MBA,31871010,10,FL,NULL,,NULL
Temecula,99999,Associates,College,24600005,99999,CA,"Temecula,,
Orlando,99999,Associates,College,24200510,99999,FL,"Orlando,,
Bluffton,99999,Associates,All,24113540,0,SC,,,
Tampa,5000,Undergraduate,Bachelor of Science,31871210,10,FL,NULL,,NULL
Tampa,5000,Undergraduate,Bachelors of Arts,31871110,4,FL,NULL,,NULL
Tampa,5000,Undergraduate,Bachelors Business Administration,31871110,8,FL,NULL,,NULL
Pittsburgh,10755,Graduate,Info Networking Institute,31025438,5,PA,NULL,,2019/2020
Tampa,2000,Masters,Master Education,31871110,2,FL,NULL,,NULL
Burbank,5000,Graduate/Doctoral,School of Education,31012905,1000,CA,,,
Selma,4000,Undergraduate,All,34907101,20,AL,Alabama,,NULL
Rancho Cucamonga,5000,Graduate/Doctoral,School of Education,31012205,1000,CA,,,
Sherman,8339.11,Undergraduate,All,31000743,26,TX,NULL,,2019/2020
Rancho Cucamonga,5000,All,School of Continuing Studies,31012205,1000,CA,,,
Riverside,5000,Graduate/Doctoral,School of Education,31012805,1000,CA,,,
Riverside,5000,All,School of Continuing Studies,31012805,1000,CA,,,
Grand Rapids,99999,All,All,21151522,99999,MI,Grand Rapids,,NULL
Henderson,1000,All,College,31809628,11,NV,Henderson,,NULL
Marysville,99999,All,All,31326047,99999,WA,Marysville,,NULL
Morrow,5000,Graduate,College,11916111,99999,GA,NULL,03/05/2012,NULL
Jacksonville,3000,All,All,31835710,85,FL,Jacksonville,,NULL
Miami,5000,All,All,21062610,100,FL,NULL,,NULL
Morgantown,99999,Graduate,Business and Economics,11800048,99999,WV,NULL,,2016/2017
Morgantown,99999,Graduate,CPASS,11800048,99999,WV,NULL,,2016/2017
Morgantown,99999,Graduate,Davis College,11800048,99999,WV,NULL,,2016/2017
Morgantown,99999,Graduate,College of Arts/Sciences,11800048,99999,WV,NULL,,2016/2017
Santa Fe,99999,Undergraduate,All,21000431,99999,NM,NULL,,2016/2017
Fort Smith,99999,Graduate,All,31004904,99999,AR,Fort Smith Campus,,NULL
Chattanooga,1500,All,All,24956442,99999,TN,,,
Columbus,1500,All,All,24804635,99999,OH,Columbus,,NULL
Greenville,1500,All,All,24911533,99999,NC,,,
Troy,1500,All,All,24806835,99999,OH,Troy,,NULL
Dickson City,1500,All,All,249D9438,99999,PA,Dickson City,,NULL
Carlisle,1500,All,All,249D8538,99999,PA,Carlisle,,NULL
Springboro,1500,All,All,24807435,99999,OH,Springboro,,NULL
Sharonville,1500,All,All,249H4435,99999,OH,,,
Madison,1500,All,All,24904442,99999,TN,Madison,,NULL
Tulsa,6000,Graduate (Education),Education,120067736,2,OK,,,
Tulsa,6000,Graduate (Architecture),Architecture,12006736,1,OK,,,
Tulsa,5000,All (HSC Programs),HSC Programs,12006736,3,OK,,,
Tulsa,6000,Graduate (Eduction),Education,12006736,2,OK,,,
Milwaukee,7296,Undergraduate,All,11000449,21,WA,Milwaukee,,NULL
Milwaukee,9349.5,Graduate,All,11000449,3,WI,Milwaukee,,NULL
West Palm Beach,99999,Undergraduate,LCT - West Palm Beach,219B1110,99999,FL,West Palm Beach,,NULL
Fort Lauderdale,99999,Undergraduate,All,249B1410,99999,FL,Fort Lauderdale,,NULL
Marion,1800,Undergraduate,All,14924433,5,NC,NULL,,NULL
Berkeley,10000,Graduate,Haas School of Business,11801605,5,CA,Berkeley,,NULL
Atlanta,3600,All,All,14981411,99999,GA,NULL,,NULL
Madison,5000,Undergraduate,All,21002949,15,WI,NULL,,NULL
Edina,5000,Undergraduate,All,24000123,10,MN,NULL,,
NAWC,99999,All,All,31800705,30,CA,Port Hueneme,02/05/2019,2019/2020
Burbank,99999,All,All,31803205,30,CA,,,
Monterey,8225,Graduate (Peace Corps Programs),Peace Corps Programs,31360005,5,CA,NULL,03/05/2012,NULL
Tampa,10000,All,All,249D5410,99999,FL,Online,04/05/2012,NULL
Orange,10000,All,Yale School of Nursing,31806807,5,CT,School of Nursing,,NULL
Murray,20000,Undergraduate,All,11510117,150,KY,NULL,04/05/2012,NULL
Murray,25000,Graduate,All,11510117,50,KY,NULL,04/05/2012,NULL
Pinehurst,3000,Undergraduate,College,14914433,5,NC,NULL,,2018/2019
Washington,99999,Law,Columbus School of Law,31000109,25,DC,,,
Ft. Myer,500,Graduate,College of Graduate Studies,11007846,100,VA,"Ft. Myer,,
Glenside,99999,All,All,31995138,99999,PA,NULL,11/05/2012,NULL
Draper,99999,Undergraduate,All,21001444,99999,UT,,,
Draper,99999,Doctoral,All,21001444,99999,UT,,,
Draper,99999,Graduate,All,21001444,99999,UT,,,
Atlanta,99999,Undergraduate,All,21005011,99999,GA,Atlanta,01/05/2012,NULL
Atlanta,99999,Doctoral,All,21005011,99999,GA,Atlanta,01/05/2012,NULL
Atlanta,99999,Graduate,All,21005011,99999,GA,Atlanta,01/05/2012,NULL
Nashville,99999,Undergraduate,All,21008742,99999,TN,,,
Nashville,99999,Doctoral,All,21008742,99999,TN,,,
Nashville,99999,Graduate,All,21008742,99999,TN,,,
Arlington,99999,Undergraduate,All,21011346,99999,VA,,,
Arlington,99999,Doctoral,All,21011346,99999,VA,,,
Arlington,99999,Graduate,All,21011346,99999,VA,,,
Eagan,99999,Undergraduate,All,21013823,99999,MN,Twin Cities,,NULL
Eagan,99999,Doctoral,All,21013823,99999,MN,Twin Cities,,NULL
Eagan,99999,Graduate,All,21013823,99999,MN,Twin Cities,,NULL
Denver,99999,Undergraduate,All,21014306,99999,CO,Denver,01/05/2012,NULL
Denver,99999,Doctoral,All,21014306,99999,CO,Denver,01/05/2012,NULL
Denver,99999,Graduate,All,21014306,99999,CO,Denver,01/05/2012,NULL
Schaumburg,99999,Undergraduate,All,21043513,99999,IL,Chicago Northwest,01/05/2012,NULL
Schaumburg,99999,Doctoral,All,21043513,99999,IL,Chicago Northwest,01/05/2012,NULL
Schaumburg,99999,Graduate,All,21043513,99999,IL,Chicago Northwest,01/05/2012,NULL
Sarasota,99999,Undergraduate,All,21057310,99999,FL,Sarasota,01/05/2012,NULL
Sarasota,99999,Doctoral,All,21057310,99999,FL,Sarasota,01/05/2012,NULL
Sarasota,99999,Graduate,All,21057310,99999,FL,Sarasota,01/05/2012,NULL
Tampa,99999,Undergraduate,All,21058510,99999,FL,Tampa,01/05/2012,NULL
Tampa,99999,Doctoral,All,21058510,99999,FL,Tampa,01/05/2012,NULL
Tampa,99999,Graduate,All,21058510,99999,FL,Tampa,01/05/2012,NULL
Alameda,99999,Undergraduate,All,21109605,99999,CA,San Francisco Bay,01/05/2012,NULL
Orange,99999,Undergraduate,All,21109905,99999,CA,Orange County,01/05/2012,NULL
Orange,99999,Doctoral,All,21109905,99999,CA,Orange County,01/05/2012,NULL
Orange,99999,Graduate,All,21109905,99999,CA,Orange County,01/05/2012,NULL
San Bernardino,99999,Undergraduate,All,21804105,99999,CA,Inland Empire,01/05/2012,NULL
San Bernardino,99999,Doctoral,All,21804105,99999,CA,Inland Empire,01/05/2012,NULL
San Bernardino,99999,Graduate,All,21804105,99999,CA,Inland Empire,01/05/2012,NULL
San Diego,99999,Undergraduate,All,24001305,99999,CA,,,
San Diego,99999,Doctoral,All,24001305,99999,CA,,,
Santa Monica,99999,Undergraduate,All,24803505,99999,CA,Los Angeles,01/05/2012,NULL
Santa Monica,99999,Doctoral,All,24803505,99999,CA,Los Angeles,01/05/2012,NULL
Santa Monica,99999,Graduate,All,24803505,99999,CA,Los Angeles,01/05/2012,NULL
Chicago,99999,Doctoral,All,21041213,99999,IL,,,
Chicago,99999,Graduate,All,21041213,99999,IL,,,
Chicago,99999,Undergraduate,All,21041213,99999,IL,,,
Honolulu,99999,Undergraduate,All,21702364,99999,HI,,,
Honolulu,99999,Doctoral,All,21702364,99999,HI,,,
Honolulu,99999,Graduate,All,21702364,99999,HI,,,
San Diego,99999,Graduate,All,24001305,99999,CA,,,
Alameda,99999,Doctoral,All,21109605,99999,CA,San Francisco Bay,01/05/2012,NULL
Alameda,99999,Graduate,All,21109605,99999,CA,San Francisco Bay,01/05/2012,NULL
Seattle,99999,Undergraduate,All,21405247,99999,WA,Seattle,01/05/2012,NULL
Seattle,99999,Doctoral,All,21405247,99999,WA,Seattle,01/05/2012,NULL
Seattle,99999,Graduate,All,21405247,99999,WA,Seattle,01/05/2012,NULL
Glendale,10000,All,All,24943403,1000,AZ,,,
Tempe,9840,Graduate,All,11905103,3,AZ,Tempe,,2019/2020
Phoenix,6627,Undergraduate,All,11909103,110,AZ,,,
Phoenix,7274,Graduate,All,11909103,10,AZ,,,
Tempe,8425,Undergraduate,All,11905103,150,AZ,Tempe,,2017/2018
State University,2000,Undergraduate,All,11820104,10,AR,Jonesboro,,NULL
State University,2000,Graduate,All,11820104,10,AR,Jonesboro,,NULL
Pasadena,4000,All,All (College),31501305,200,CA,NULL,04/05/2012,2016/2017
Tucson,2750,All,All,21004103,20,AZ,NULL,,2016/2017
San Bernardino,99999,All,All,21112905,99999,CA,Inland Empire,09/05/2012,NULL
Charleston,99999,All,All,21000240,99999,SC,,02/05/2012,NULL
Fort Lauderdale,99999,All,All,24951210,99999,FL,,02/05/2012,NULL
Indianapolis,99999,All,All,21000614,99999,IN,Indianapolis,09/05/2012,NULL
Pittsburgh,99999,Undergraduate,All,24805538,99999,PA,Online Division,,NULL
Lenexa,99999,All,All,21001516,99999,KS,Kansas City,09/05/2012,NULL
Clinton,999999,Undergraduate/Graduate,All,21000415,99999,IA,,,
Ashland,99999,Undergraduate,All,31000235,99999,OH,,,
Norcross,99999,Undergraduate,All,21917411,25,GA,,,
Springfield,2775,Graduate,All,31105325,9,MO,NULL,,NULL
Springfield,700,Doctoral,Doctor of Ministry - Doctoral,31105325,4,MO,NULL,,NULL
Worcester,3000,All,School of Continuing Education,31920121,20,MA,,,NULL
Worcester,5000,Undergraduate,All,31920121,10,MA,,,NULL
Athens,99999,Undergraduate,All,11000301,99999,AL,,,NULL
East Point,5000,Undergraduate,All,31006611,500,GA,NULL,,NULL
Auburn,99999,Undergraduate,All,11000201,75,AL,Auburn,,2018/2019
Montgomery,99999,All,All,11802101,10000,AL,,03/04/2012,NULL
Minneapolis,99999,Undergraduate,All,31000123,99999,MN,NULL,03/05/2018,2018/2019
Rock Island,10250,Undergraduate,All,31970113,99999,IL,NULL,,NULL
Aurora,5000,All,All,31916113,99999,IL,NULL,,2019/2020
Sherman,8339.11,Graduate,Education,31000743,2,TX,NULL,,2019/2020
Austin,99999,Undergraduate,All,31027343,25,TX,,,NULL
Austin,99999,All,All,31027343,25,TX,,,NULL
Naples,99999,All,All,31062710,99999,FL,NULL,,NULL
Ave Maria,99999,All,All,31970110,99999,FL,NULL,,NULL
Quantico,9278,All,All,31928046,99999,VA,Quantico,08/04/2015,NULL
Chesapeake,9278,All,All,31928146,99999,VA,Chesapeake,08/04/2015,NULL
Richmond,9278,All,All,31928246,99999,VA,,,
Danville,9278,All,All,31005946,99999,VA,Danville,08/04/2015,NULL
Colfax,99999,Undergraduate,All,24941405,99999,CA,,,NULL
Chesapeake,99999,All,All,24850046,99999,VA,NULL,04/04/2012,NULL
Manassas,99999,All,All,24851146,99999,VA,,05/04/2012,NULL
Fort Pierce,10000,Associates,All,24909410,200,FL,NULL,,2016/2017
Fort Pierce,5000,Undergraduate,Aeronautical Science,24909410,20,FL,NULL,,NULL
Kansas City,99999,Undergraduate,All,31000225,99999,MO,NULL,,NULL
Kansas City,99999,Graduate,All,31000225,99999,MO,NULL,,NULL
Azusa,14000,All,All,31950105,99999,CA,,03/04/2012,NULL
Babson Park,10000,All,All,31004021,20,MA,Babson Park,06/04/2012,NULL
Flint,99999,Undergraduate,All,31864122,5000,MI,Flint,,NULL
Flint,99999,Graduate,All,31864122,1500,MI,Flint,,NULL
Flint,99999,Doctoral,All,31864122,500,MI,Flint,,NULL
Owosso,99999,Undergraduate,All,31864222,5000,MI,Owosso,,NULL
Owosso,99999,Graduate,All,31864222,1500,MI,Owosso,,NULL
Owosso,99999,Doctoral,All,31864222,500,MI,Owosso,,NULL
Muskegon,99999,Undergraduate,All,31864322,5000,MI,Muskegon,,NULL
Orlando,99999,All,All,31825010,99999,FL,Orlando,,NULL
Muskegon,99999,Graduate,All,31864322,1500,MI,Muskegon,,NULL
Muskegon,99999,Doctoral,All,31864322,500,MI,Muskegon,,NULL
Auburn Hills,99999,Undergraduate,All,31864422,5000,MI,Auburn Hills,,NULL
Auburn Hills,99999,Graduate,All,31864422,1500,MI,Auburn Hills,,NULL
Auburn Hills,99999,Doctoral,All,31864422,500,MI,Auburn Hills,,NULL
Port Huron,99999,Undergraduate,All,31864522,5000,MI,Port Huron,,NULL
Port Huron,99999,Graduate,All,31864522,1500,MI,Port Huron,,NULL
Port Huron,99999,Doctoral,All,31864522,500,MI,Port Huron,,NULL
Clinton Township,99999,Undergraduate,All,31864611,5000,MI,,,NULL
Clinton Township,99999,Graduate,All,31864611,1500,MI,,,NULL
Clinton Township,99999,Doctoral,All,31864611,500,MI,,,NULL
Jackson,99999,Undergraduate,All,31864722,5000,MI,Jackson,,NULL
Jackson,99999,Graduate,All,31864722,1500,MI,Jackson,,NULL
Delaware,99999,Undergraduate,All,31003035,30,OH,NULL,09/05/2012,NULL
Jackson,99999,Doctoral,All,31864722,500,MI,Jackson,,NULL
Cadillac,99999,Undergraduate,All,31864822,5000,MI,Cadillac,,NULL
Cadillac,99999,Graduate,All,31864822,1500,MI,Cadillac,,NULL
Cadillac,99999,Doctoral,All,31864822,500,MI,Cadillac,,NULL
Flint,99999,Graduate,All,31865022,1500,MI,Online,,NULL
Flint,99999,Doctoral,All,31865022,500,MI,Online,,NULL
Allen Park,99999,Undergraduate,All,31865122,5000,MI,Allen Park,,NULL
Allen Park,99999,Graduate,All,31865122,1500,MI,Allen Park,,NULL
Allen Park,99999,Doctoral,All,31865122,500,MI,Allen Park,,NULL
Clinton Township,99999,Undergraduate,All,31865222,5000,MI,,,NULL
Clinton Township,99999,Graduate,All,31865222,1500,MI,,,NULL
Clinton Township,99999,Doctoral,All,31865222,500,MI,,,NULL
Flint,99999,Undergraduate,All,31864922,5000,MI,NULL,,NULL
Flint,99999,Graduate,All,31864922,1500,MI,NULL,,NULL
Flint,99999,Doctoral,All,31864922,500,MI,NULL,,NULL
Flint,99999,Undergraduate,All,31865022,5000,MI,,,NULL
Kansas City,1000,Undergraduate,SPGS/SOE,31126325,99999,MO,,,
Kansas City,2000,Graduate,SPGS/SOE,31126325,99999,MO,,,
Salida,99999,All,All,31816905,99999,CA,Modesto,,NULL
Monterey,99999,Graduate,All,31815805,99999,CA,Monterey,,NULL
Monterey,99999,All,All,31815805,99999,CA,Monterey,,NULL
Moreno Valley,99999,Graduate,All,31814205,99999,CA,Moreno Valley,,NULL
Moreno Valley,99999,Undergraduate,All,31814205,99999,CA,Moreno Valley,,NULL
NAS Lemoore,99999,Graduate,All,31815605,99999,CA,NAS Lemoore,,NULL
NAS Lemoore,99999,Undergraduate,All,31815605,99999,CA,NAS Lemoore,,NULL
Irvine,99999,All,All,31811405,99999,CA,Irvine (Online),,NULL
Ontario,99999,Undergraduate,All,31818605,99999,CA,Ontario,,NULL
Ontario,99999,All,All,31818605,99999,CA,Ontario,,NULL
Palmdale,99999,Undergraduate,All,31811605,99999,CA,Palmdale,,NULL
Palmdale,99999,Graduate,All,31811605,99999,CA,Palmdale,,NULL
Roseville,99999,Undergraduate,All,31814805,99999,CA,Roseville,,NULL
Roseville,99999,Graduate,All,31814805,99999,CA,Roseville,,NULL
San Diego,99999,Undergraduate,All,31813405,99999,CA,San Diego,,NULL
San Diego,99999,Graduate,All,31813405,99999,CA,San Diego,,NULL
Palmdale,99999,Graduate,All,31811605,99999,CA,,,
Santa Clarita,99999,Undergraduate,All,31811605,99999,CA,Santa Clarita,,NULL
Santa Maria,99999,Undergraduate,All,31812305,99999,CA,Santa Maria,,NULL
Santa Maria,99999,Graduate,All,31812305,99999,CA,Santa Maria,,NULL
Travis AFB,99999,Undergraduate,All,31816405,99999,CA,Travis AFB,,NULL
Travis AFB,99999,All,All,31816405,99999,CA,Travis AFB,,NULL
Victorville,99999,Undergraduate,All,31811505,99999,CA,Victor Valley,,NULL
Waco,99999,Undergraduate,All,31001043,325,TX,NULL,,2017/2018
Worcester,8000,Undergraduate,All,34815021,50,MA,NULL,,2017/2018
Florence,1000,All,All,21916417,25,KY,Florence,06/04/2012,NULL
Springdale,1000,All,All,24010135,25,OH,,,
