facility no.,school name,total paid,count of adv pay students,count of reg students,total count of students
31301180,COLLEGE FOR PHYSICAL THERAPY OF THE BAVARIAN RED CROSS,15,0,1,1
14930105,COLLEGE OF ALAMEDA,1185,0,79,79
34033743,COLLEGE OF BIBLICAL STUDIES-HOUSTON,300,0,20,20
24907410,COLLEGE OF BUSINESS AND TECHNOLOGY-CUTLER BAY,165,0,11,11
249B6410,COLLEGE OF BUSINESS AND TECHNOLOGY-FLAGLER,135,0,9,9
249B8410,COLLEGE OF BUSINESS AND TECHNOLOGY-HIALEAH,150,0,10,10
14909410,COLLEGE OF CENTRAL FLORIDA,5280,0,352,352
11929140,COLLEGE OF CHARLESTON,9045,0,603,603
14902411,COLLEGE OF COASTAL GEORGIA,3255,0,217,217
24924414,COLLEGE OF COURT REPORTING,120,0,8,8
14922413,COLLEGE OF DUPAGE,6840,0,456,456
14903412,COLLEGE OF EASTERN IDAHO,585,0,39,39
34000637,COLLEGE OF EMERGENCY SERVICES,105,0,7,7
28003627,COLLEGE OF HAIR DESIGN-DOWNTOWN,60,0,4,4
25002827,COLLEGE OF HAIR DESIGN-EAST CAMPUS,15,0,1,1
25158405,COLLEGE OF INSTRUMENT TECHNOLOGY,540,0,36,36
25036706,COLLEGE OF INTERNATIONAL ESTHETICS,180,0,12,12
14908413,COLLEGE OF LAKE COUNTY,5430,0,362,362
14926105,COLLEGE OF MARIN,405,0,27,27
34902449,COLLEGE OF MENOMINEE NATION,120,0,8,8
319B8132,COLLEGE OF MOUNT SAINT VINCENT,150,0,10,10
31918121,COLLEGE OF OUR LADY OF THE ELMS,525,0,35,35
31000323,COLLEGE OF SAINT BENEDICT,270,0,18,18
31901130,COLLEGE OF SAINT ELIZABETH,240,0,16,16
31802127,COLLEGE OF SAINT MARY,585,0,39,39
14915105,COLLEGE OF SAN MATEO,4725,0,315,315
11101196,COLLEGE OF SCIENCE TECHNOLOGY & APPLIED ARTS OF TRINIDAD & TOBAGO,15,0,1,1
14902412,COLLEGE OF SOUTHERN IDAHO,1875,0,125,125
14912420,COLLEGE OF SOUTHERN MARYLAND,10065,12,659,671
11908028,COLLEGE OF SOUTHERN NEVADA,23190,2,1544,1546
31001545,COLLEGE OF ST JOSEPH,75,0,5,5
11902132,COLLEGE OF STATEN ISLAND CUNY,2220,0,148,148
21150262,COLLEGE OF SUBIC MONTESSORI SUBIC BAY INC,120,0,8,8
25534017,COLLEGE OF TECHNICAL EDUCATION,45,0,3,3
14913433,COLLEGE OF THE ALBEMARLE,2055,0,137,137
31100019,COLLEGE OF THE ATLANTIC,45,0,3,3
14998405,COLLEGE OF THE CANYONS,7410,0,494,494
14800005,COLLEGE OF THE DESERT,3735,0,249,249
31000921,COLLEGE OF THE HOLY CROSS,285,0,19,19
149E4443,COLLEGE OF THE MAINLAND,2385,0,159,159
14921166,COLLEGE OF THE MARSHALL ISLANDS,30,0,2,2
14921404,COLLEGE OF THE OUACHITAS,375,0,25,25
34967125,COLLEGE OF THE OZARKS,210,0,14,14
14908105,COLLEGE OF THE REDWOODS,1800,0,120,120
14942105,COLLEGE OF THE SEQUOIAS,3225,0,215,215
14941105,COLLEGE OF THE SISKIYOUS,690,0,46,46
14992912,COLLEGE OF WESTERN IDAHO,6675,0,445,445
28178033,COLLEGE OF WILMINGTON,75,0,5,5
149F3443,COLLIN COUNTY COMMUNITY COLLEGE DISTRICT,14430,0,962,962
15529935,COLLINS CAREER CENTER,255,0,17,17
25006844,COLOR MY NAILS SCHOOL OF NAIL TECHNOLOGY,15,0,1,1
24002606,COLORADO ACADEMY OF VETERINARY TECHNOLOGY,570,0,38,38
31014006,COLORADO CHRISTIAN UNIVERSITY,10290,0,686,686
31000106,COLORADO COLLEGE,135,0,9,9
35033006,COLORADO FIRECAMP,105,0,7,7
25038206,COLORADO HELI-OPS,15,0,1,1
25013706,COLORADO INSTITUTE OF MASSAGE THERAPY,270,0,18,18
25027506,COLORADO MEDIA SCHOOL,330,0,22,22
11904106,COLORADO MESA UNIVERSITY,6765,1,450,451
14931406,COLORADO MOUNTAIN COLLEGE,1995,0,133,133
14928406,COLORADO NORTHWESTERN COMMUNITY COLLEGE,405,0,27,27
24940406,COLORADO SCHOOL OF HEALING ARTS,90,0,6,6
11001306,COLORADO SCHOOL OF MINES,3360,0,224,224
24929406,COLORADO SCHOOL OF TRADES,1500,0,100,100
21013806,COLORADO SCHOOL OF TRADITIONAL CHINESE MEDICINE,60,0,4,4
11011006,COLORADO STATE UNIVERSITY-FT COLLINS,23415,0,1561,1561
11012606,COLORADO STATE UNIVERSITY-GLOBAL CAMPUS,19485,0,1299,1299
11011106,COLORADO STATE UNIVERSITY-PUEBLO,5535,0,369,369
11012806,COLORADO STATE UNIVERSITY-PUEBLO-TOWER,195,0,13,13
21809206,COLORADO TECHNICAL UNIVERSITY-AURORA,5325,0,355,355
21809106,COLORADO TECHNICAL UNIVERSITY-COLORADO SPRINGS,17580,0,1172,1172
21809306,COLORADO TECHNICAL UNIVERSITY-ONLINE,60120,0,4008,4008
31914162,COLUMBAN COLLEGE,45,0,3,3
11904447,COLUMBIA BASIN COLLEGE,4005,0,267,267
21906163,COLUMBIA CENTRAL UNIVERSITY-CAGUAS,600,0,40,40
31001211,COLUMBIA COLLEGE,4155,0,277,277
31025043,COLUMBIA COLLEGE,2955,0,197,197
31000440,COLUMBIA COLLEGE,1995,0,133,133
31001536,COLUMBIA COLLEGE,555,0,37,37
31008906,COLUMBIA COLLEGE,555,0,37,37
31001044,COLUMBIA COLLEGE,210,0,14,14
24852046,COLUMBIA COLLEGE,15,0,1,1
31819205,COLUMBIA COLLEGE - ALAMEDA,255,0,17,17
31801305,COLUMBIA COLLEGE - LOS ALAMITOS,675,0,45,45
31801905,COLUMBIA COLLEGE - NAS LEMOORE,360,0,24,24
31804105,COLUMBIA COLLEGE - SAN DIEGO,810,0,54,54
31802605,COLUMBIA COLLEGE - SLO,30,0,2,2
14911405,COLUMBIA COLLEGE - SONORA,915,0,61,61
31805013,COLUMBIA COLLEGE AT ELGIN COMMUNITY COLLEGE,285,0,19,19
31043613,COLUMBIA COLLEGE AT HIGHLAND COMMUNITY COLLEGE,30,0,2,2
31400225,COLUMBIA COLLEGE COLUMBIA,15345,0,1023,1023
31113125,COLUMBIA COLLEGE FLW,3135,0,209,209
31121725,COLUMBIA COLLEGE JEFFERSON CITY,870,0,58,58
31120325,COLUMBIA COLLEGE KANSAS CITY,450,0,30,30
31120625,COLUMBIA COLLEGE LAKE OF THE OZARKS,615,0,41,41
31046443,COLUMBIA COLLEGE MESQUITE,150,0,10,10
31001311,COLUMBIA COLLEGE OF MISSOURI,1935,0,129,129
31804213,COLUMBIA COLLEGE OF MISSOURI-CRYSTAL LAKE,360,0,24,24
31040113,COLUMBIA COLLEGE OF MISSOURI-LAKE COUNTY,1140,0,76,76
32015849,COLUMBIA COLLEGE OF NURSING,60,0,4,4
31122625,COLUMBIA COLLEGE ROLLA,735,0,49,49
31117125,COLUMBIA COLLEGE SAINT LOUIS,720,0,48,48
31126025,COLUMBIA COLLEGE SPFLD,195,0,13,13
31032013,COLUMBIA COLLEGE-CHICAGO,2280,0,152,152
31825232,COLUMBIA COLLEGE-FORT DRUM,855,0,57,57
31377532,COLUMBIA COLLEGE-HANCOCK FIELD,990,0,66,66
31802705,COLUMBIA COLLEGE-HOLLYWOOD,420,0,28,28
31061710,COLUMBIA COLLEGE-JACKSONVILLE CAMPUS,1605,0,107,107
31326047,COLUMBIA COLLEGE-MARYSVILLE,2625,0,175,175
31018910,COLUMBIA COLLEGE-NAS JACKSONVILLE,1560,0,104,104
31825010,COLUMBIA COLLEGE-ORLANDO,1050,0,70,70
31825110,COLUMBIA COLLEGE-PATRICK AFB,390,0,26,26
11001901,COLUMBIA COLLEGE-REDSTONE ARSENAL,1980,0,132,132
31424647,COLUMBIA COLLEGE-WHIDBEY,1500,0,100,100
14919637,COLUMBIA GORGE COMMUNITY COLLEGE,510,0,34,34
31002240,COLUMBIA INTERNATIONAL UNIVERSITY,1365,0,91,91
21911801,COLUMBIA SOUTHERN UNIVERSITY,71205,0,4747,4747
14913142,COLUMBIA STATE COMMUNITY COLLEGE,1830,0,122,122
31001811,COLUMBIA THEOLOGICAL SEMINARY,45,0,3,3
31937132,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,12330,0,822,822
14961432,COLUMBIA-GREENE COMMUNITY COLLEGE,525,0,35,35
15528635,COLUMBIANA COUNTY CAREER AND TECHNICAL CENTER,135,0,9,9
31507735,COLUMBUS COLLEGE OF ART AND DESIGN,495,0,33,33
149E5435,COLUMBUS STATE COMMUNITY COLLEGE,13845,0,923,923
11927111,COLUMBUS STATE UNIVERSITY,13170,0,878,878
15001011,COLUMBUS STATE UNIVERSITY-CONTINUING EDUCATION,165,0,11,11
14930411,COLUMBUS TECHNICAL COLLEGE,11130,0,742,742
25469847,COMMERCIAL DRIVER SCHOOL - AUBURN,915,0,61,61
25481347,COMMERCIAL DRIVER SCHOOL - OLYMPIA,1215,0,81,81
25407747,COMMERCIAL DRIVER SCHOOL-LAKEWOOD,2340,0,156,156
25450647,COMMERCIAL DRIVER SCHOOL-PORT ORCHARD,615,0,41,41
25389132,COMMERCIAL DRIVER TRAINING INC-HURLEY,15,0,1,1
28500732,COMMERCIAL DRIVER TRAINING INC-WEST BABYLON,165,0,11,11
25175305,COMMERCIAL DRIVERS LEARNING CENTER,330,0,22,22
28000129,COMMERCIAL DRIVING SCHOOL LLC,90,0,6,6
349E8443,COMMONWEALTH INSTITUTE OF FUNERAL SERVICE,105,0,7,7
14970438,COMMONWEALTH TECHNICAL INSTITUTE,30,0,2,2
25503910,COMMUNITY BARBER SCHOOL LLC,195,0,13,13
34924636,COMMUNITY CARE COLLEGE,600,0,40,40
14978438,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,7260,0,484,484
14934406,COMMUNITY COLLEGE OF AURORA,4740,0,316,316
14952438,COMMUNITY COLLEGE OF BEAVER COUNTY,1065,0,71,71
14923406,COMMUNITY COLLEGE OF DENVER,4485,0,299,299
14704166,COMMUNITY COLLEGE OF MICRONESIA,480,0,32,32
149E5438,COMMUNITY COLLEGE OF PHILADELPHIA,7260,0,484,484
14917439,COMMUNITY COLLEGE OF RHODE ISLAND,8085,0,539,539
14800045,COMMUNITY COLLEGE OF VERMONT,3105,0,207,207
25130743,COMMUNITY OF THE MUSIC IND AND ARTS,60,0,4,4
25060918,COMPASS CAREER COLLEGE,105,0,7,7
31865322,COMPASS COLLEGE OF CINEMATIC ARTS,90,0,6,6
25429047,COMPASS COURSES MARITIME TRAINING,270,0,18,18
25007411,COMPLETE GAME BROADCASTING,285,0,19,19
25063521,COMPREHENSIVE MEDICAL TEACHING INSTITUTE,105,0,7,7
25804332,COMPU21,195,0,13,13
25901224,COMPUSYSTEMS INC,90,0,6,6
24105531,COMPUTER CAREER CENTER,675,0,45,45
25074143,COMPUTER LABS INC,30,0,2,2
25156722,COMPUTER NETWORKING CENTER INC,105,0,7,7
25080513,COMPUTER TRAINING INSTITUTE OF CHICAGO,225,0,15,15
25482610,COMPUTER TUTORS USA INC,45,0,3,3
25128243,COMPUTERMINDS,375,0,25,25
25015130,COM-TEC INSTITUTE,15,0,1,1
31919025,CONCEPTION SEMINARY COLLEGE,15,0,1,1
15085943,CONCHO VALLEY REG LAW ENF ACAD,15,0,1,1
11505948,CONCORD UNIVERSITY,1755,0,117,117
24998425,CONCORDE CAREER COLLEGE,435,0,29,29
24801724,CONCORDE CAREER COLLEGE - SOUTHAVEN,165,0,11,11
24942406,CONCORDE CAREER COLLEGE-AURORA,1215,0,81,81
24803305,CONCORDE CAREER COLLEGE-GARDEN GROVE,615,0,41,41
24038743,CONCORDE CAREER COLLEGE-GRAND PRAIRIE,855,0,57,57
24941442,CONCORDE CAREER COLLEGE-MEMPHIS,960,0,64,64
24801505,CONCORDE CAREER COLLEGE-NORTH HOLLYWOOD,525,0,35,35
24000337,CONCORDE CAREER COLLEGE-PORTLAND,405,0,27,27
24038343,CONCORDE CAREER COLLEGE-SAN ANTONIO,1845,0,123,123
24803405,CONCORDE CAREER COLLEGE-SAN BERNARDINO,495,0,33,33
24804105,CONCORDE CAREER COLLEGE-SAN DIEGO,2265,0,151,151
24038443,CONCORDE CAREER INSTITUTE-DALLAS,795,0,53,53
249B3410,CONCORDE CAREER INSTITUTE-JACKSONVILLE,1530,0,102,102
249C3410,CONCORDE CAREER INSTITUTE-MIRAMAR,210,0,14,14
249D0410,CONCORDE CAREER INSTITUTE-ORLANDO,435,0,29,29
249C8410,CONCORDE CAREER INSTITUTE-TAMPA,465,0,31,31
34907101,CONCORDIA COLLEGE ALABAMA,150,0,10,10
31200823,CONCORDIA COLLEGE AT MOORHEAD,435,0,29,29
31365332,CONCORDIA COLLEGE-NEW YORK,135,0,9,9
25148143,CONCORDIA HIGH SCHOOL,15,0,1,1
31200125,CONCORDIA SEMINARY,150,0,10,10
31006914,CONCORDIA THEOLOGICAL SEMINARY,195,0,13,13
11102075,CONCORDIA UNIVERSITY,135,0,9,9
31210275,CONCORDIA UNIVERSITY OF EDMONTON,15,0,1,1
31935149,CONCORDIA UNIVERSITY WISCONSIN,2610,0,174,174
31000322,CONCORDIA UNIVERSITY-ANN ARBOR,285,0,19,19
33956113,CONCORDIA UNIVERSITY-CHICAGO,1365,0,91,91
31607105,CONCORDIA UNIVERSITY-IRVINE,1440,0,96,96
33000627,CONCORDIA UNIVERSITY-NEBRASKA,780,0,52,52
31904137,CONCORDIA UNIVERSITY-PORTLAND,2970,0,198,198
31996212,CONCORDIA UNIVERSITY-PORTLAND,255,0,17,17
31003123,CONCORDIA UNIVERSITY-ST PAUL,2805,0,187,187
31027743,CONCORDIA UNIVERSITY-TEXAS,2910,0,194,194
22950238,CONEMAUGH MEMORIAL MEDICAL CENTER,165,0,11,11
25200539,CONFIDENT CAPTAIN-OCEAN PROS,60,0,4,4
25510714,CONIFER CANINE DOG TRAINER COLLEGE,90,0,6,6
31000207,CONNECTICUT COLLEGE,90,0,6,6
15143307,CONNECTICUT FIRE ACADEMY,30,0,2,2
15792207,CONNECTICUT POLICE ACADEMY,285,0,19,19
25033511,CONNECTICUT SCHOOL OF BROADCASTING,270,0,18,18
25007730,CONNECTICUT SCHOOL OF BROADCASTING,60,0,4,4
25805632,CONNECTICUT SCHOOL OF BROADCASTING,60,0,4,4
28065630,CONNECTICUT SCHOOL OF BROADCASTING,60,0,4,4
28511221,CONNECTICUT SCHOOL OF BROADCASTING,60,0,4,4
25015133,CONNECTICUT SCHOOL OF BROADCASTING,45,0,3,3
28034807,CONNECTICUT SCHOOL OF BROADCASTING-FARMINGTON,75,0,5,5
28152410,CONNECTICUT SCHOOL OF BROADCASTING-PALM BEACH,60,0,4,4
25494010,CONNECTICUT SCHOOL OF BROADCASTING-PEMBROKE PINES,90,0,6,6
28038307,CONNECTICUT SCHOOL OF BROADCASTING-STRATFORD,45,0,3,3
25448310,CONNECTICUT SCHOOL OF BROADCASTING-TAMPA,90,0,6,6
14922136,CONNORS STATE COLLEGE,1260,0,84,84
25005103,CONSERVATORY OF RECORDING ARTS AND SCIENCES,1065,0,71,71
25468710,CONSTRUCTION ESTIMATING INSTITUTE,15,0,1,1
25094343,CONSULTING SOLUTIONS.NET,90,0,6,6
28011929,CONTINENTAL ACADEMIE OF HAIR DESIGN-HUDSON,30,0,2,2
25385132,CONTINENTAL SCHOOL OF BEAUTY CULTURE-OLEAN,60,0,4,4
28564232,CONTINENTAL SCHOOL OF BEAUTY CULTURE-ROCHESTER,105,0,7,7
28564632,CONTINENTAL SCHOOL OF BEAUTY CULTURE-WEST SENECA,45,0,3,3
25392332,CONTINENTAL SCHOOL OF BEAUTY-MATTYDALE,75,0,5,5
25090143,CONTINENTAL TRUCK DRIVER TRNG AND EDU SCH,360,0,24,24
14978405,CONTRA COSTA COLLEGE,1080,0,72,72
25184105,CONTRA COSTA MEDICAL CAREER COLLEGE,195,0,13,13
31000540,CONVERSE COLLEGE,495,0,33,33
15006904,CONWAY HIGH SCHOOL,30,0,2,2
15013313,COOK COUNTY SHERIFFS TRAINING INSTITUTE,45,0,3,3
25024606,COOK STREET SCHOOL OF CULINARY ARTS,150,0,10,10
319B7132,COOPER UNION FOR THE ADVANCEMENT OF SCI & ART,30,0,2,2
31000378,COPENHAGEN BUSINESS SCHOOL,15,0,1,1
14807724,COPIAH LINCOLN COMMUNITY COLLEGE MENDEN,45,0,3,3
14903424,COPIAH LINCOLN COMMUNITY COLLEGE WESSON,1080,0,72,72
149A3405,COPPER MOUNTAIN COMMUNITY COLLEGE,960,0,64,64
11100420,COPPIN STATE UNIVERSITY,1005,0,67,67
15480310,CORAL SPRINGS REGIONAL INSTITUTE OF PUBLIC SAFETY,225,0,15,15
31003737,CORBAN UNIVERSITY,615,0,41,41
25000108,COREXCEL,15,0,1,1
25804624,CORINTH ACADEMY OF COSMETOLOGY,15,0,1,1
31000615,CORNELL COLLEGE,210,0,14,14
31996532,CORNELL TECH,15,0,1,1
31881132,CORNELL UNIVERSITY,7800,0,520,520
25004344,CORNERSTONE AVIATION INC,75,0,5,5
38012841,CORNERSTONE BIBLE INSTITUTE,30,0,2,2
31009846,CORNERSTONE COLLEGE OF VIRGINIA,75,0,5,5
31919122,CORNERSTONE UNIVERSITY,1125,0,75,75
14981432,CORNING COMMUNITY COLLEGE,1965,1,130,131
31058047,CORNISH COLLEGE OF THE ARTS,450,0,30,30
15124443,CORPUS CHRISTI POLICE ACADEMY,60,0,4,4
15002903,CORRECTIONAL OFFICER TRAINING ACADEMY,60,0,4,4
15002014,CORRECTIONAL TRAINING INSTITUTE,45,0,3,3
25007128,CORTIVA INSTITUTE,360,0,24,24
25029946,CORTIVA INSTITUTE,45,0,3,3
25870230,CORTIVA INSTITUTE,45,0,3,3
25014320,CORTIVA INSTITUTE FORMERLY BALTIMORE SCHOOL OF MASSAGE-LINTHICUM,315,0,21,21
25010306,CORTIVA INSTITUTE-AURORA,90,0,6,6
25811813,CORTIVA INSTITUTE-CHICAGO,165,0,11,11
25458247,CORTIVA INSTITUTE-FEDERAL WAY,270,0,18,18
25464910,CORTIVA INSTITUTE-FLORIDA,150,0,10,10
25072513,CORTIVA INSTITUTE-JOLIET,30,0,2,2
24822210,CORTIVA INSTITUTE-MAITLAND,450,0,30,30
24822110,CORTIVA INSTITUTE-MIAMI,60,0,4,4
25002507,CORTIVA INSTITUTE-NEWINGTON,210,0,14,14
28019344,CORTIVA INSTITUTE-OREM,15,0,1,1
25303538,CORTIVA INSTITUTE-PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,135,0,9,9
25018403,CORTIVA INSTITUTE-PHOENIX,300,0,20,20
24822010,CORTIVA INSTITUTE-POMPANO BEACH,195,0,13,13
28016744,CORTIVA INSTITUTE-SALT LAKE CITY,120,0,8,8
25010603,CORTIVA INSTITUTE-SCOTTSDALE,45,0,3,3
28475547,CORTIVA INSTITUTE-SEATTLE,225,0,15,15
25018303,CORTIVA INSTITUTE-TEMPE,165,0,11,11
25002003,CORTIVA INSTITUTE-TUCSON,225,0,15,15
25029506,CORTIVA INSTITUTE-WESTMINSTER,90,0,6,6
18535732,CORTLAND ONONDAGA MADISON BOCES,75,0,5,5
11103478,CORVINUS UNIVERSITY OF BUDAPEST,15,0,1,1
25074113,COSMETOLOGY & SPA ACADEMY,45,0,3,3
25131243,COSMETOLOGY ACADEMY OF TEXARKANA,120,0,8,8
25802504,COSMETOLOGY CAREER COLLEGE INC,15,0,1,1
25609125,COSMETOLOGY COLLEGE OF FRANKLIN COUNTY,15,0,1,1
25072836,COSMETOLOGY EDUCATION CENTER,30,0,2,2
25090612,COSMETOLOGY SCHOOL OF ARTS & SCIENCES,15,0,1,1
28509918,COSMETOLOGY TRAINING CENTER,15,0,1,1
25490510,COSMIX SCHOOL OF MAKEUP ARTISTRY,120,0,8,8
14918404,COSSATOT COMMUNITY COLLEGE OF THE UNIVERSITY OF ARKANSAS,480,0,32,32
14969405,COSUMNES RIVER COLLEGE,4755,1,316,317
34000425,COTTEY COLLEGE,90,0,6,6
14903130,COUNTY COLLEGE OF MORRIS,2040,0,136,136
31004511,COVENANT COLLEGE,390,0,26,26
35123243,COVENANT SCHOOL OF NURSING AND ALLIED HEALTH,120,0,8,8
32068943,COVENANT SCHOOL OF RADIOGRAPHY,15,0,1,1
31601325,COVENANT THEOLOGICAL SEMINARY,300,0,20,20
11057974,COVENTRY UNIVERSITY,30,0,2,2
25192105,COVERED 6 SECURITY ACADEMY,1035,0,69,69
14902416,COWLEY COUNTY COMMUNITY COLLEGE,1185,0,79,79
32933025,COX COLLEGE,435,0,29,29
24982413,COYNE COLLEGE,630,0,42,42
11200290,CRACOW UNIVERSITY OF ECONOMICS,15,0,1,1
15132743,CRAFT TRAINING CENTER OF THE COASTAL BEND,45,0,3,3
14960405,CRAFTON HILLS COLLEGE,2385,0,159,159
25003048,CRANE EDGE LLC,15,0,1,1
25038911,CRANE SAFETY ASSOCIATES OF AMERICA INC,45,0,3,3
11001374,CRANFIELD UNIVERSITY,30,0,2,2
15032646,CRATER CRIMINAL JUSTICE ACADEMY,30,0,2,2
25601625,CRAVE BEAUTY ACADEMY,30,0,2,2
28021016,CRAVE BEAUTY ACADEMY,15,0,1,1
14941433,CRAVEN COMMUNITY COLLEGE,6930,0,462,462
18025238,CRAWFORD COUNTY CAREER AND TECHNICAL CENTER PRACTICAL NURSING PROGRAM,45,0,3,3
25306547,CRAWFORD NAUTICAL SCHOOL,30,0,2,2
25104824,CREATIVE COSMETOLOGY & BARBER UNIVERSITY OF AMERICA,15,0,1,1
25547135,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY-NORTH DAYTON,75,0,5,5
25572735,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY-SOUTH DAYTON,90,0,6,6
31800127,CREIGHTON UNIVERSITY,3945,0,263,263
25804524,CRESCENT CITY BARTENDING SCHOOL GULFPORT,180,0,12,12
25061618,CRESCENT CITY BARTENDING SCHOOL NEW ORLEANS,60,0,4,4
25804924,CRESCENT CITY BARTENDING SCHOOL ROBINSONVILLE,15,0,1,1
25169105,CRESCENT COLLEGE,45,0,3,3
25008628,CRESCENT SCHOOL OF GAMING AND BARTENDING,735,0,49,49
25054826,CREVIER'S SCHOOL OF COSMETOLOGY,30,0,2,2
25036643,CREW PILOT TRAINING,1230,0,82,82
25013328,CRI COUNTER TERRORISM TRAINING SCHOOL,1335,0,89,89
25610025,CRIDER'S INSTITUTE OF WELDING TECHNOLOGY,225,0,15,15
319F7243,CRISWELL COLLEGE,105,0,7,7
25009833,CROSSCOUNTRY TRUCK DRIVING SCHOOL,135,0,9,9
31919414,CROSSROADS BIBLE COLLEGE,135,0,9,9
14922425,CROWDER COLLEGE,1635,1,108,109
15009604,CROWLEY'S RIDGE TECHNICAL INSTITUTE,165,0,11,11
31906123,CROWN COLLEGE,930,0,62,62
31802342,CROWN COLLEGE OF THE BIBLE,495,0,33,33
35028242,CROWN COLLEGE OF TRADES AND TECHNOLOGY,135,0,9,9
25191105,CR'U INSTITUTE OF COSMETOLOGY & BARBERING INC,120,0,8,8
25106624,CRW TRUCK DRIVER TRAINING SCHOOL,120,0,8,8
25031311,CSRA TRANSPORTATION LLC,45,0,3,3
11105805,CSU MONTEREY BAY EXTENSION,420,0,28,28
30005207,CT PLUMBERS & PIPE FITTERS UA LU 777 JATC,15,0,1,1
25261610,CTI PROFESSIONAL FLIGHT,75,0,5,5
14948105,CUESTA COLLEGE,2370,0,158,158
249J9143,CULINARY INSTITUTE INC,780,0,52,52
34932432,CULINARY INSTITUTE OF AMERICA,2235,0,149,149
249M3443,CULINARY INSTITUTE OF AMERICA,1125,0,75,75
31010205,CULINARY INSTITUTE OF AMERICA-ST HELENA,675,0,45,45
25804532,CULINARY TECH CENTER LLC-NYC,195,0,13,13
25053346,CULPEPER COSMETOLOGY TRAINING CENTER,15,0,1,1
31100325,CULVER-STOCKTON COLLEGE,450,0,30,30
14916130,CUMBERLAND COUNTY COLLEGE,1230,0,82,82
25015642,CUMBERLAND INSTITUTE OF HOLISTIC THERAPIES INC,30,0,2,2
25037511,CUMBERLAND MEDICAL INSTITUTE,15,0,1,1
31904242,CUMBERLAND UNIVERSITY,915,0,61,61
31009540,CUMMINS MEMORIAL THEOLOGICAL SEMINARY,15,0,1,1
14904432,CUNY BRONX COMMUNITY COLLEGE,3165,0,211,211
11006132,CUNY BROOKLYN COLLEGE,3240,0,216,216
11000532,CUNY CITY COLLEGE,2505,0,167,167
119A4132,CUNY GRADUATE SCHOOL AND UNIVERSITY CENTER,525,0,35,35
14902432,CUNY HOSTOS COMMUNITY COLLEGE,1590,0,106,106
11006232,CUNY HUNTER COLLEGE,2340,0,156,156
11903132,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,7830,0,522,522
11375732,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE-WEST POINT,90,0,6,6
14959432,CUNY KINGSBOROUGH COMMUNITY COLLEGE,3645,0,243,243
14992432,CUNY LAGUARDIA COMMUNITY COLLEGE,3930,0,262,262
118A0132,CUNY LEHMAN COLLEGE,2940,0,196,196
11823132,CUNY MEDGAR EVERS COLLEGE,1380,0,92,92
14907432,CUNY NEW YORK CITY COLLEGE OF TECHNOLOGY,3420,0,228,228
11822332,CUNY QUEENS COLLEGE,3645,0,243,243
149A7432,CUNY QUEENSBOROUGH COMMUNITY COLLEGE,4305,0,287,287
11381532,CUNY SCHOOL OF LAW AT QUEENS COLLEGE,90,0,6,6
119A3132,CUNY YORK COLLEGE,1440,0,96,96
15011613,CURIE METROPOLITAN HIGH SCHOOL,15,0,1,1
31901121,CURRY COLLEGE,2820,0,188,188
11100770,CURTIN UNIVERSITY,15,0,1,1
31006938,CURTIS INSTITUTE OF MUSIC,15,0,1,1
25033211,CUSTOM CANINE UNLIMITED LLC,465,0,31,31
25000727,CUSTOM DIESEL DRIVERS TRAINING INC,120,0,8,8
25054046,CUTS & STYLES UNLIMITED INC ACADEMY OF HAIR,45,0,3,3
25019706,CUTTIN UP BEAUTY ACADEMY,45,0,3,3
14800635,CUYAHOGA COMMUNITY COLLEGE-EASTERN CAMPUS,2400,0,160,160
14800535,CUYAHOGA COMMUNITY COLLEGE-METROPOLITAN CAMPUS,1710,0,114,114
14800735,CUYAHOGA COMMUNITY COLLEGE-WESTERN CAMPUS,5385,0,359,359
15520835,CUYAHOGA VALLEY CAREER CENTER,30,0,2,2
14971405,CUYAMACA COLLEGE,6135,0,409,409
35551132,CVPH MEDICAL CENTER SCHOOL OF RADIOLOGIC TECHNOLOGY,30,0,2,2
25083643,CYBERTEX INSTITUTE OF TECH AUSTIN,585,0,39,39
25116443,CYBERTEX INSTITUTE OF TECHNOLOGY KILLEEN,2640,0,176,176
14950405,CYPRESS COLLEGE,5415,0,361,361
25023642,D & D SCHOOL OF REAL ESTATE,30,0,2,2
14900146,DABNEY S LANCASTER COMMUNITY COLLEGE,405,0,27,27
25503010,DADE INSTITUTE OF TECHNOLOGY,90,0,6,6
31943132,DAEMEN COLLEGE,735,0,49,49
11800134,DAKOTA COLLEGE AT BOTTINEAU,465,0,31,31
14921423,DAKOTA COUNTY TECHNICAL COLLEGE,2130,0,142,142
11001541,DAKOTA STATE UNIVERSITY,2820,0,188,188
31000241,DAKOTA WESLEYAN UNIVERSITY,330,0,22,22
31817005,DALE E FOWLER SCHOOL OF LAW AT CHAPMAN UNIVERSITY,150,0,10,10
11104875,DALHOUSIE UNIVERSITY,15,0,1,1
31002243,DALLAS BAPTIST UNIVERSITY,3450,0,230,230
25068343,DALLAS BARBER & STYLIST COLLEGE,465,0,31,31
