dapipid,agencyid,agencyname,programid,programname,sequentialid,actiondescription,actiondate,justificationdescription,justificationother,enddate
231378,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
231378,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Show Cause Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
231226,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
230959,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
230959,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
230968,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
230968,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
230986,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
225885,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,"School closed November 27, 2017.",
225946,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - fiscal and administrative capacity,,
225946,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Is in compliance with all of the agency's accreditation standards,,
225946,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
225946,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,Renewal of Accreditation and Addition of New Programs,
227270,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or More Severe Status: Monitoring,,Other - Provide unlisted or multiple justifications,Institution placed on Financial Monitoring,
227289,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Other,,Is in compliance with all of the agency's accreditation standards,,
227289,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Other,,Is in compliance with all of the agency's accreditation standards,,
227298,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
227331,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
227331,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Other - Provide unlisted or multiple justifications,"Addition of New Programs:
Eyelash Extension Technician
Instructor Training",
227340,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
228015,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Other - Provide unlisted or multiple justifications,Institution Removed from Monitoring for SAP and Continued on Monitoring for Leave of Absences.,
228015,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
228024,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
228024,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
227517,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Warning,,Significantly out of compliance - student achievement,,
227517,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
227438,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
227863,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
227863,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,Renewal of Accreditation,
219602,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
219602,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Warning,,Significantly out of compliance - fiscal and administrative capacity,,
219602,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Other - Provide unlisted or multiple justifications,School Placed on ow Outcomes Monitoring for Low Placement Rate,
219620,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
219620,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
219620,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
224642,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
224642,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or More Severe Status: Monitoring,,Other - Provide unlisted or multiple justifications,Financial Monitoring- Internal Control,
224642,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Fails to meet agency standards for initial or renewed accreditation,,
224651,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or More Severe Status: Monitoring,,Significantly out of compliance - student achievement,,
224651,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
224660,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
224679,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Initial Accreditation,,Is in compliance with all of the agency's accreditation standards,,
224679,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Other - Provide unlisted or multiple justifications,"Addition of New Programs:
Eyelash Extension Technician
Instructor Training",
224679,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,2,Initial Accreditation,,Is in compliance with all of the agency's accreditation standards,,
224688,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Voluntary Relinquishment of Accreditation,
211404,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
211413,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
211431,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
211459,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
211200,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
211200,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Is in compliance with all of the agency's accreditation standards,,
211219,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Other,,Is in compliance with all of the agency's accreditation standards,,
210650,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
210650,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Other - Provide unlisted or multiple justifications,Addition Of New Program,
210669,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
210669,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Other - Provide unlisted or multiple justifications,Change of Ownership,
210678,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
210687,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
210687,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Other,,Other - Provide unlisted or multiple justifications,Approve Change of Location,
210067,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
210076,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - student achievement,,
210076,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
210076,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
212416,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212425,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
212434,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212090,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Warning,,Significantly out of compliance - fiscal and administrative capacity,,
212090,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
212133,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212142,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212151,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212179,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
212179,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
212179,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212188,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
212197,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212203,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212203,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
212212,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212221,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
213206,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Is in compliance with all of the agency's accreditation standards,,
213206,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Warning,,Significantly out of compliance - fiscal and administrative capacity,,
213206,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Is in compliance with all of the agency's accreditation standards,,
213206,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - fiscal and administrative capacity,,
213206,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Is in compliance with all of the agency's accreditation standards,,
213224,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Fails to meet agency standards for initial or renewed accreditation,,
213242,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
213260,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
213279,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
213288,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
213288,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or More Severe Status: Monitoring,,Significantly out of compliance - recruiting and admissions practices,,
213297,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
213303,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - student achievement,,
213303,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
213312,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212461,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - student achievement,,
212461,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
212461,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Is in compliance with all of the agency's accreditation standards,,
212470,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - student achievement,,
212470,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
212470,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
212498,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,Renewal of Accreditation,
212513,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212531,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212559,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212568,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
212586,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Is in compliance with all of the agency's accreditation standards,,
212586,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Show Cause Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
212586,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,Renewal of Accreditation,
212601,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - fiscal and administrative capacity,,
212601,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
212629,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Is in compliance with all of the agency's accreditation standards,,
212887,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Is in compliance with all of the agency's accreditation standards,,
212896,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
207838,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207838,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Other - Provide unlisted or multiple justifications,Revised ownership structure will not fit in the space provided by the Notice Portal. Please refer to attached letter for details.,
207838,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Other - Provide unlisted or multiple justifications,Addition of New Program,
207847,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - student achievement,,
207847,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
207856,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Has satisfactorily addressed all compliance concerns from previous actions,,
207865,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207865,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Is in compliance with all of the agency's accreditation standards,,
208008,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
208035,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Other - Provide unlisted or multiple justifications,"School Placed on Monitoring for Leave of Absence (Failure to Comply with Admissions Policies and Procedures Standard- NACCAS Standard IV, Criterion 12)",
208035,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
208035,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,Renewal of Accreditation,
208044,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
208062,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - student achievement,,
208062,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
208062,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Monitoring Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
208062,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
208071,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
208071,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
